"category","total_profit"
"homeware","1193.51948808473971"
"toys-and-games","721.66805238308220"
"food-and-drink","84.603792776805562"
"pets","39.130482693031652"
"health-and-beauty","28.199327276263142"
"sports-and-leisure","26.49869904239138"
"diy","8.08252997994210"
